local_jitter_0,local_jitter_1,local_jitter_2,local_jitter_3,local_jitter_4,local_jitter_5,local_jitter_6,local_jitter_7,local_jitter_8,local_jitter_9,abs_jitter_0,abs_jitter_1,abs_jitter_2,abs_jitter_3,abs_jitter_4,abs_jitter_5,abs_jitter_6,abs_jitter_7,abs_jitter_8,abs_jitter_9,rap_jitter_0,rap_jitter_1,rap_jitter_2,rap_jitter_3,rap_jitter_4,rap_jitter_5,rap_jitter_6,rap_jitter_7,rap_jitter_8,rap_jitter_9,ppq5_0,ppq5_1,ppq5_2,ppq5_3,ppq5_4,ppq5_5,ppq5_6,ppq5_7,ppq5_8,ppq5_9,ddp_0,ddp_1,ddp_2,ddp_3,ddp_4,ddp_5,ddp_6,ddp_7,ddp_8,ddp_9,local_shimmer_0,local_shimmer_1,local_shimmer_2,local_shimmer_3,local_shimmer_4,local_shimmer_5,local_shimmer_6,local_shimmer_7,local_shimmer_8,local_shimmer_9,abs_shimmer_0,abs_shimmer_1,abs_shimmer_2,abs_shimmer_3,abs_shimmer_4,abs_shimmer_5,abs_shimmer_6,abs_shimmer_7,abs_shimmer_8,abs_shimmer_9,apq3_0,apq3_1,apq3_2,apq3_3,apq3_4,apq3_5,apq3_6,apq3_7,apq3_8,apq3_9,apq5_0,apq5_1,apq5_2,apq5_3,apq5_4,apq5_5,apq5_6,apq5_7,apq5_8,apq5_9,dda_0,dda_1,dda_2,dda_3,dda_4,dda_5,dda_6,dda_7,dda_8,dda_9,IsPathology
0.026306252581564882,0.01666284348999829,0.021465395114539446,0.009847860016898403,0.017245563438776073,0.01690183484807174,0.03455519323114581,0.025509252841279795,0.01678923142856876,0.004810046151970244,0.00020644793049899002,0.00011841718885203681,0.00014792880636087295,9.904207243620271e-05,0.00018003919988884842,0.0001440765738402794,0.00022810618325006185,0.00021135320565796652,0.00016896810921835926,5.060175191737041e-05,0.008458140623655859,0.006914966058813019,0.004780114518268983,0.0018604479480242326,,0.006210130282880777,0.014486436832724188,0.004107880123279304,0.007999602176261889,0.0024175644344242857,0.006302971540115068,0.009266289022242257,0.008347063859160826,0.003617162156159722,,0.008825156904925455,0.02026475319103175,0.0056189338231418615,0.011218408417669077,0.003183762865544782,0.025374421870967577,0.02074489817643906,0.014340343554806949,0.005581343844072698,,0.018630390848642334,0.04345931049817257,0.01232364036983791,0.023998806528785666,0.0072526933032728575,0.14349874490842182,0.06334028414926937,0.08922383660465957,0.09495390229554956,,0.15715604491530782,0.07007044937088483,0.11444681425692624,0.05760656453647513,0.09903672867206893,1.3304968785417601,0.6052417850003826,1.1482972384472738,0.8808434315675404,,1.312821229407172,0.7412446789485678,1.089276245833253,0.5021871394367412,1.0494368044347366,0.03053409532545579,0.0206668542318444,0.02313218409228965,0.02823346365676394,,0.03755880013557335,0.012561247800479883,0.04488987617113984,0.024598933982764505,0.035364315382356244,0.07645426316724269,0.034746665458367965,0.034114055114716525,0.0660284614291809,,0.09852615752442156,0.029534974129457377,0.05368908485820856,0.04158230993208092,0.05426156795343488,,0.03972741847983859,0.11950797556296151,0.09131030674359315,,,0.07186281701296612,,0.055079083096666356,0.004708520877203033,0
0.03788731999645987,0.012538174067184474,0.005398528949611486,0.01925075706728914,0.02910595716957145,0.024068986210047053,0.029820296439479584,0.06332428534268017,0.01697010505693441,0.02045752168224591,0.00014460535402538023,4.6683372753856136e-05,2.545554181268087e-05,0.00010237354820885256,0.0002042325801617,9.429654054617143e-05,0.00011068018046916391,0.0002036023659193515,0.00010048215705509012,0.0001717457333928791,0.020723511149909578,0.00590771626556253,0.001842427183366152,0.009586414508444387,0.014684834061171229,0.009650533667811987,0.01594263343205275,0.02684572071979202,0.008478241560522027,0.01219319427856142,0.025324540269070297,0.005492986229598705,0.002784779008772634,0.009186007171523174,0.01890496233322579,0.008594821899050514,0.012813243828455608,0.016999554603814745,0.005790536718827905,0.013794510634857869,0.06217053344972873,0.01772314879668759,0.005527281550098456,0.028759243525333163,0.044054502183513686,0.02895160100343596,0.04782790029615824,0.08053716215937606,0.02543472468156608,0.03657958283568426,0.07382998314854898,0.06884355868348575,0.029082579435915294,0.06545679031479176,0.12547323504503385,0.06988712062193551,0.07415879330666116,0.12001754975972552,0.06412661286183949,0.06702661155661148,0.7600166150818579,0.566977566461295,0.31914488445733885,0.7607469948441759,1.4297038436026301,0.6974562531771947,0.643269249061138,0.9969895206829851,0.5880571495002123,0.8299792672889303,0.026036947396655172,0.024049355613299503,0.008046008194369911,0.02631091305871842,0.07138182679755818,0.012569785539724853,0.017070841753790787,0.06395297721138002,0.025238374230165873,0.032309083775045405,0.05416194829558043,0.04483069722258755,0.012601747754420892,0.041849496899555874,0.10834906830448969,0.01776294446031397,0.022532846242747213,0.16426412708019927,0.045038574383737304,0.032155860614234096,0.1305789984920437,0.11710478717361048,0.019672394911668816,0.03977723050942481,,0.06271237341700084,0.06738038414029761,,0.10022506887262254,,0
0.029832536645037686,0.008257340346126683,0.004093397104552281,0.014696310628065284,0.005223103962124955,0.016157155328504706,0.026153145421151876,0.036832572218291906,0.014081079537995051,0.009154575041892534,0.00011009846575080013,3.2535622657313845e-05,1.5478418700892727e-05,6.154549360635163e-05,2.413376903314529e-05,6.94342403394401e-05,9.550637670322385e-05,0.000138071637862891,6.896884661743307e-05,4.281510485049544e-05,0.014511368717450979,0.0046209673731664735,0.0017059083847183285,0.006137357098775881,0.002648193330819823,0.005985767634192055,0.012548169144670598,0.01641984221154432,0.007278207128903834,0.0020301492601393057,0.011534565871231165,0.0034895018972518357,0.0020669505172858896,0.00934291915131733,0.003396507030529389,0.008524653265291433,0.007025590870194229,0.011271841205562207,0.009623502644480251,0.003231570969281749,0.04353410615235294,0.01386290211949942,0.005117725154154986,0.018412071296327645,0.007944579992459469,0.017957302902576164,0.03764450743401179,0.04925952663463296,0.0218346213867115,0.006090447780417917,0.09077957932679025,0.032077018691167164,0.03359064650003665,0.15885566606348045,0.030114080706907322,0.08936258792702856,0.09975974502828322,0.1114185823439801,0.09220708587553159,0.05784391637030819,0.9270328444964214,0.3292341992998817,0.39248310463215663,1.2651757791461375,0.29590567054726163,1.0357448678718577,0.9516920994882687,1.2787534751405474,0.9272349887832175,0.8030405831103866,0.03275571809864201,0.009238322323561154,0.006514060818500279,0.04792793242265326,0.006670335230780259,0.020861276214382416,0.024837526031566172,0.0332249472618878,0.022469178823816962,0.010218709307461063,0.04921066619497116,0.013538465201652772,0.009807897155221752,0.0673030692155271,0.01396975193551199,0.046181110614996336,0.03796392350043987,0.08378380699604622,0.03361625455113965,0.02263806912835289,0.12847059327944757,0.018864065890444183,0.02115951374073414,0.21889756783120226,0.034824113711354805,0.13399324520187492,0.05467854059928986,,0.10958307606614079,0.07648709357311578,0
0.01447997955099284,0.018427785269187417,0.006170272841755962,0.01645811612456304,,0.014536670648568397,0.013489189124351708,0.023539914371386503,0.02429985447917868,0.01675707099706856,5.034262774414953e-05,6.625140519091697e-05,2.8418113651267062e-05,8.095314668504604e-05,,5.665938126942713e-05,5.704371469559266e-05,0.00011912719572526598,0.00012701764286612358,8.457436525482051e-05,0.006307866620622007,0.007260613729240329,0.001767941497615904,0.007708164525978958,,0.0029002298899889986,0.005723635699932841,0.007882193668820281,0.011384562213134853,0.009310415525191866,0.005198492057729493,0.008015803637586222,0.0019967179530550974,0.007269187953850321,,0.0041893085615131945,0.003349084768045633,0.010841452520468205,0.012036669569350757,0.00976632254964073,0.018923599861866022,0.021781841187720988,0.005303824492847713,0.023124493577936875,,0.008700689669966996,0.017170907099798523,0.023646581006460846,0.03415368663940456,0.0279312465755756,0.05490463381062031,0.07587605297907656,0.0310569399040901,0.07187495061229134,,0.09363168481676368,0.05356949692111787,0.1923149638444091,0.13273569565493376,0.08596472514172226,0.5997350816893977,0.6418649245451266,0.3773199896338269,0.5522090254841532,,0.9473890290207991,0.47036752034059665,1.485968994197961,1.1783032067059527,0.8116421163792077,0.01647209244948303,0.023729837881325162,0.006386001112845341,0.018502271281881606,,0.012184398069515765,0.010461557051009334,0.04843862041006583,0.044576388771216995,0.023655275727829633,0.014713720875438029,0.041673026038395435,0.010745874862248733,0.030625964385191173,,0.02794754085298447,0.020749843791275206,0.10168193542174958,0.08184933921158634,0.03552475827811635,0.03540505837484547,0.08605685402439163,0.030349700129264683,0.09557207100931664,,0.10802976994552521,0.0453863030701611,0.3154407931332329,0.1849095041437143,0.07594324117851159,0
0.04133921025048181,0.02518635344481484,0.00678359962297194,0.016229179161375912,0.011713736585002058,0.03040578868441575,0.02581284661382764,0.05540983196986347,0.02045322985042118,0.029298082815379812,0.00016062988821560764,0.00010166302406234126,2.924953817360833e-05,9.603154904324479e-05,7.040091385033697e-05,0.0001344262413554312,9.747308335225635e-05,0.00030750074615650826,0.00012091605807076217,0.00019000568968527236,0.015566594133110904,0.0135553674807328,0.001627286019154256,0.004134244295055345,0.006178851810144448,0.012475859169948977,0.010603203503631293,0.012150133575811467,0.009056343085837061,0.017527635770853558,0.018907131162335052,0.0169006138083987,0.002044879098552528,0.005453853013132478,0.0035805488299640183,0.015645617268587445,0.0025936296287747537,0.02176083322856015,0.012292978502746715,0.015503594299025276,0.046699782399332715,0.0406661024421984,0.004881858057462768,0.012402732885166036,0.018536555430433345,0.03742757750984693,0.03180961051089388,0.0364504007274344,0.027169029257511183,0.05258290731256067,0.07009015280140257,0.06478323809722132,0.029546660345603028,0.07842137498367244,0.058409353596027724,0.0799883081977409,0.048326756979523856,0.25632514755067476,0.05749617154665103,0.06681979710443867,0.813073323279141,0.6773268675357169,0.27156507901773647,0.6785983724221787,0.7974271580581395,0.8392475571044531,0.48117960146024685,2.3124071590394943,0.5902248353321139,0.7494875496825182,0.020545842377910215,0.020770653203755977,0.00854261111735584,0.021952978708935193,0.011283891396110331,0.02388537693311049,0.020616380897134568,0.0892175150797724,0.025565605752606364,0.019738613932639135,0.026267774612144558,0.028910203174724928,0.012793017199697727,0.04532375243575912,0.013231294543709608,0.04010886128707978,0.020105131305619157,0.2941224313554275,0.03366921284162517,0.02785551250016011,0.07390026508092712,0.052563489156303995,0.024809240800200943,0.10195326252972338,0.03804210512773727,0.08298026342651604,0.035518853872600314,,0.04667247027799651,0.04766480628343705,0
0.026936387550946933,0.01117472930195754,0.014596637293900394,0.006655460858582907,0.024324010088380418,0.01941019159790958,0.024378152185456105,0.0635653126836252,0.02996564002179595,0.04419935186276273,0.00010229527124004777,3.6423591891125244e-05,6.981024086799277e-05,6.956017153624446e-05,0.0001223936699823014,7.067614951873147e-05,8.314199329963148e-05,0.00025254228976146625,0.00015725132621880294,0.00023068091148426746,0.010233546729813081,0.0032773947576056617,0.0059617460864288055,0.0023249040249193574,0.010144311973159157,0.004703636065203746,0.010560261418293443,0.03186373507971486,0.01786196761508612,0.028059114515197936,0.013353757211004425,0.0033312917529169078,0.007121941645653781,0.00491997831134901,0.017193746731564832,0.0060481957236378754,0.009520500581129627,0.03565374424670577,0.016163895799879247,0.02554174538740275,0.030700640189439243,0.009832184272816985,0.017885238259286416,0.006974712074758072,0.03043293591947747,0.014110908195611237,0.03168078425488033,0.09559120523914458,0.05358590284525836,0.08417734354559381,0.07732730110022053,0.034182446657401104,0.0483645993696626,0.09915770708870257,0.23201637434182992,0.07841397154463504,0.07197495272867788,0.17033919429672117,0.07780451790324179,0.12703702201581288,0.8439861318729187,0.30769942385933363,0.4797219382226648,0.9303041332931389,1.9145159183980056,0.9814627967095149,0.9046991269179666,1.5770922221322512,0.8577319222376723,1.1273361585059174,0.029868772981197698,0.00775957174890938,0.018075032106455526,0.03972666251451349,0.07682260295914953,0.012467269057512803,0.014333879991961743,0.07068400935060085,0.0355872135938759,0.06470435256016989,0.033442227422708984,0.012035952834442825,0.02475727576956095,0.07448134510730332,,0.027321299769330645,0.015914948089208986,0.10066214855371645,0.04373578671938053,0.06672871360167619,0.07677114574342998,0.037313668694945276,0.05055621213560378,0.03460819857854688,,0.08986240263661892,0.05404011971669923,0.2657806573225742,0.07607492098140552,0.05573990913426129,0
0.03929949713060981,0.051335136481340346,0.017876416546957857,0.04421378930058778,0.0225153504353001,0.015888225094159256,0.06962511958591094,,0.030664678870826155,0.010938527000387749,0.00029376901444995207,0.00045719165881741297,0.00020131360793877265,0.0004413732581668525,0.0001849127609214283,0.000128346770499024,0.00017646448739908313,,0.00035408996129601434,0.00013235511425396806,0.01749922165329614,0.006463582904775301,0.0019560354017774924,0.010204791994071904,0.01096959842263468,0.00606472831544231,0.034585800138906504,,0.014886962836162004,0.0038099737240752177,0.01570424228032956,0.006227087563145021,0.004170752922959386,0.01835823768863341,0.02058624600485333,0.006575523077950452,0.05570889476731633,,0.01690880899965977,0.007268790312378736,0.052497664959888425,0.019390748714325903,0.005868106205332477,0.03061437598221571,0.03290879526790404,0.018194184946326932,0.10375740041671952,,0.04466088850848601,0.011429921172225653,0.09678559631644251,0.08228523928057642,0.09750929885488968,0.1577389178973992,0.0995972653411057,0.12602129539273982,0.34860243517506895,,0.1704017659322366,0.14086710849205472,0.8756818984594565,0.7090884196674753,0.7136294299644425,1.0504403527296773,1.0085341113078403,1.1052266217967084,2.37087339364418,,1.3487059078730412,1.4915357254806982,0.04472086686521339,0.021019543338413486,0.02079071015998266,0.04968437635066032,0.018274158450005636,0.020442075902617148,0.03257491530455828,,0.08172314088928542,0.025200386338841963,0.035294379027692044,0.04440957616260159,0.025122309094851497,0.12700989143136437,0.03762039617601344,0.019017571646254606,0.0622456355632445,,0.1572988631504829,0.04923586574890167,,,,,,,,,,,0
0.02880274776116122,0.01583608274264197,0.01069608563691757,0.02312518205730753,0.011911098253919023,0.03100560563848413,0.03160568744242293,0.05946599231360243,0.01453433108521817,0.010265484919158449,0.00010523291441509041,6.596299794218145e-05,5.159084769758471e-05,7.558911970561688e-05,3.5504477349582175e-05,0.00010400198823252032,0.00011054097888427706,0.00022126508503483855,7.564451632837381e-05,5.356503257653747e-05,0.012831149111256455,0.004756180458696974,0.00444920507153896,0.008597683813852307,0.006333039762569615,0.008378903947297282,0.012778262033430693,0.033208382472776826,0.008099050910468197,0.0049194517209997625,0.010605020338901415,0.006439280765601004,0.005210506122257207,0.0060500534095320165,0.008266992921613071,0.009740857832069787,0.014347106336925947,0.041093154814832444,0.00641720483797105,0.006341084002281029,0.038493447333769366,0.014268541376090921,0.01334761521461688,0.02579305144155692,0.018999119287708845,0.025136711841891847,0.038334786100292076,0.09962514741833048,0.024297152731404592,0.014758355162999288,0.17631974577889403,0.12423522104816412,0.07914743672767985,0.0567532518853311,0.2334445700404048,0.11778233773056415,0.1133620658258858,0.22410646290232197,0.072211285489442,0.14091495780382635,1.5481415704762962,1.109075732574816,0.7811743399138017,0.7147766401102073,1.9665352768526925,1.107109911110658,1.021077065652702,1.8289030182942827,0.9055528968379563,1.3460339954287266,0.06788282614524338,0.03298788509640126,0.031935181201601485,0.020733268364508305,0.026341644121193327,0.035416170934179814,0.05526949239790122,0.03773597846516284,0.02362506867520074,0.04151488917021505,0.10484901291897107,0.06428472315976771,0.03787668791715756,0.03791373401954766,0.040804297798582315,0.05950687340249541,0.04907853592177125,0.10656395344781847,0.042316129207019354,0.09269507838247922,0.24932685046592037,0.11566360608689465,0.06489297163653666,0.09218907234791794,,0.14681542284727603,0.10586990389335647,,0.06552551750919781,0.22031284890504724,0
0.032743126190286374,0.014142571168026863,0.008851919262356525,0.010442302159661411,0.019233950524543023,0.01838298985153518,0.028431972321844245,0.026696577137993078,0.017465855882160836,0.018710152422753888,0.00010499533488594972,4.7118023728879144e-05,3.882324530923144e-05,5.544610070907996e-05,9.457847240312844e-05,7.035421470745286e-05,0.00010450935425024513,0.00011126066393427059,9.261833438291487e-05,0.00010008769943182906,0.016170067882704184,0.006543402384849978,0.0033077794192143766,0.00468459169730152,0.010272254554791548,0.007980413567337568,0.01241155254664069,0.009106249938879922,0.009349379431969685,0.01160202795634849,0.02023441535138594,0.006505552678090739,0.002391170092367072,0.005748547307247797,0.01154833219510823,0.008477860665551163,0.015939489653509623,0.008729174102810867,0.007041515161826574,0.01029941388486983,0.04851020364811255,0.019630207154549932,0.00992333825764313,0.014053775091904558,0.030816763664374643,0.023941240702012704,0.03723465763992207,0.027318749816639766,0.028048138295909054,0.034806083869045476,0.2767837256600094,0.08105214519671088,0.041238581010910914,0.0503874428223488,0.17346672534362834,0.15722815197908172,0.08299133291344435,0.13736584162944357,0.07341324197891823,0.055833884044373186,2.045007576883605,0.6971715018502519,0.4088682086317246,0.43434179167897147,1.682613452535638,1.3002910459015,0.893139770424717,1.3486675882045192,0.8125359949154756,0.543910435840921,0.13838235920356487,0.02891227625197653,0.010843184632673634,0.017282051727883958,0.06409382656765786,0.04824018538636542,0.028274742849655674,0.03720891381124777,0.025431994872290576,0.021439028477249558,0.15895872179594403,0.04791021447317889,0.020599941994396312,0.03222222664136241,0.059734113083003915,0.06701098104812854,0.035826020109196034,0.05976648008650316,0.045078721130260895,0.03574061611612392,,0.09459714041669616,0.053750372238272504,0.06893712520851714,,0.23827563459098763,0.05453329889442858,0.25355302276908653,0.09991443794024855,0.0540481070020309,0
0.020790163325703766,0.03141888017836238,0.006155983483819915,0.031093799184054603,0.02557430731948086,0.021152720468276636,0.02471462798956081,0.027532517944724368,0.024835875389990922,0.03805800700321395,0.0001158246735805113,0.0001527638611353183,3.5069615992089354e-05,0.0002221070367850781,0.00018507044759816238,0.00011068671765253335,0.00012133000281941317,0.0002144187887647512,0.0002118389311938196,0.0001913682282602025,0.011387715202158744,0.018343578382813374,0.003095339134403861,0.010614674460391728,0.01067803526081631,0.011473900363098739,0.009362089718109354,0.011261793281853952,0.012585541931735462,0.02015764349534744,0.011905896222853228,0.017256698794848712,0.0029907016190089657,0.007752188865932545,0.010812788035734183,0.008688450411288856,0.013724756049345576,,0.020334031899964026,0.01652059917361144,0.034163145606476236,0.05503073514844012,0.009286017403211583,0.03184402338117518,0.03203410578244893,0.034421701089296215,0.02808626915432806,0.03378537984556186,0.03775662579520639,0.06047293048604232,0.1369607653197391,0.0673104998699718,0.05887464271944711,0.14832314852157605,0.1625445550534563,0.14946771519415217,0.10467392846015085,0.15905345785360903,0.09135289051292085,0.1729679724477734,1.2891668980194373,0.688909800997569,0.5057555186316022,1.494307169254537,1.4852248662994139,1.3094920086818642,0.8268385131884782,1.176827855146257,0.8440536531361875,1.8832209887333518,0.031685864811188055,0.032368788181918774,0.026642162061300025,0.05412243217293787,0.04604130062616317,0.025169167131471316,0.017694386840592487,0.05577529632960369,0.03271127559764781,0.08088536612531459,0.06480076060301662,0.030007309807094203,0.0454634809887868,0.08594250291790653,0.10462030643623776,0.059251540189748174,0.04331411975188981,,0.04809198891916777,0.15910660530355744,0.33878610037286444,0.060073389437124536,0.06996687396306149,0.14953754388552856,,,0.10706722716226974,,0.06461496681924049,,0
